gene	expression
KCNJ13	0
KCNJ16	0
KCNJ18	0
KCNJ2	0
KCNJ3	0
KCNJ5	0
KCNJ6	0
KCNJ8	0
KCNJ9	0
KCNK10	0
KCNK13	0
KCNK15	0
KCNK16	0
KCNK17	0
KCNK18	0
KCNK2	0
KCNK3	0
KCNK4	0
KCNK7	0
KCNK9	0
KCNQ1DN	0
KCNQ3	0
KCNS2	0
KCNS3	0
KCNT2	0
KCNV1	0
KCTD14	0
KCTD4	0
KCTD8	0
KERA	0
KHDC1L	0
KHDRBS2	0
KIAA0087	0
KIAA0408	0
KIAA1239	0
KIAA1257	0
KIAA1377	0
KIAA1751	0
KIAA1755	0
KIF12	0
KIF25	0
KIF2B	0
KIR2DL4	0
KIR2DS4	0
KIR3DL1	0
KIR3DL2	0
KIRREL	0
KIRREL3	0
KISS1	0
KLF14	0
KLF17	0
KLHDC7A	0
KLHDC8A	0
KLHL1	0
KLHL30	0
KLHL31	0
KLHL38	0
KLK10	0
KLK11	0
KLK12	0
KLK13	0
KLK14	0
KLK15	0
KLK3	0
KLK5	0
KLK6	0
KLK7	0
KLK8	0
KLK9	0
KLKP1	0
KLRB1	0
KLRC1	0
KLRC2	0
KLRC3	0
KLRC4-KLRK1	0
KLRF1	0
KLRF2	0
KNDC1	0
KNG1	0
KPNA7	0
KPRP	0
KRT12	0
KRT13	0
KRT15	0
KRT16	0
KRT16P2	0
KRT16P3	0
KRT2	0
KRT20	0
KRT222	0
KRT23	0
KRT24	0
KRT25	0
KRT26	0
KRT27	0
KRT28	0
KRT3	0
KRT32	0
KRT33A	0
KRT33B	0
KRT34	0
KRT35	0
KRT36	0
KRT37	0
KRT38	0
KRT39	0
KRT4	0
KRT40	0
KRT42P	0
KRT5	0
KRT6A	0
KRT6B	0
KRT71	0
KRT72	0
KRT73	0
KRT74	0
KRT75	0
KRT76	0
KRT77	0
KRT78	0
KRT82	0
KRT83	0
KRT84	0
KRTAP10-1	0
KRTAP10-10	0
KRTAP10-11	0
KRTAP10-12	0
KRTAP10-2	0
KRTAP10-3	0
KRTAP10-4	0
KRTAP10-5	0
KRTAP10-6	0
KRTAP10-7	0
KRTAP10-8	0
KRTAP10-9	0
KRTAP1-1	0
KRTAP11-1	0
KRTAP12-1	0
KRTAP12-2	0
KRTAP12-3	0
KRTAP12-4	0
KRTAP1-3	0
KRTAP13-1	0
KRTAP13-2	0
KRTAP13-3	0
KRTAP13-4	0
KRTAP1-5	0
KRTAP15-1	0
KRTAP16-1	0
KRTAP17-1	0
KRTAP19-1	0
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
KRTAP19-5	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP19-8	0
KRTAP20-1	0
KRTAP20-2	0
KRTAP20-3	0
KRTAP20-4	0
KRTAP2-1	0
KRTAP21-1	0
KRTAP21-2	0
KRTAP21-3	0
KRTAP2-2	0
KRTAP22-1	0
KRTAP22-2	0
KRTAP23-1	0
KRTAP2-4	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP26-1	0
KRTAP27-1	0
KRTAP3-1	0
KRTAP3-2	0
KRTAP3-3	0
KRTAP4-1	0
KRTAP4-11	0
KRTAP4-12	0
KRTAP4-2	0
KRTAP4-3	0
KRTAP4-4	0
KRTAP4-5	0
KRTAP4-6	0
KRTAP4-7	0
KRTAP4-8	0
KRTAP4-9	0
KRTAP5-10	0
KRTAP5-11	0
KRTAP5-3	0
KRTAP5-4	0
KRTAP5-6	0
KRTAP5-7	0
KRTAP6-1	0
KRTAP6-2	0
KRTAP6-3	0
KRTAP7-1	0
KRTAP8-1	0
KRTAP9-1	0
KRTAP9-2	0
KRTAP9-3	0
KRTAP9-4	0
KRTAP9-8	0
KRTAP9-9	0
KRTDAP	0
KY	0
LACRT	0
LAIR1	0
LAIR2	0
LALBA	0
LAMB4	0
LAMC3	0
LBP	0
LBX1	0
LCE1A	0
LCE1D	0
LCE2A	0
LCE2B	0
LCE2C	0
LCE2D	0
LCE3A	0
LCE3B	0
LCE3C	0
LCE3D	0
LCE3E	0
LCE4A	0
LCE5A	0
LCE6A	0
LCN1	0
LCN12	0
LCN15	0
LCN2	0
LCN6	0
LCN8	0
LCN9	0
LCNL1	0
LDB2	0
LDHC	0
LDLRAD1	0
LECT1	0
LECT2	0
LELP1	0
LEMD1	0
LEP	0
LGALS12	0
LGALS13	0
LGALS16	0
LGALS4	0
LGALS7B	0
LGI1	0
LGI2	0
LGI3	0
LGI4	0
LGR6	0
LGSN	0
LHCGR	0
LHFPL3	0
LHFPL4	0
LHFPL5	0
LHX3	0
LHX5	0
LHX6	0
LHX8	0
LHX9	0
LIFR	0
LIM2	0
LIMS3L	0
LIMS3-LOC440895	0
LIN28B	0
LINGO4	0
LIPF	0
LIPI	0
LIPJ	0
LIPK	0
LIPM	0
LIPN	0
LMAN1L	0
LMO1	0
LMOD1	0
LMOD2	0
LMX1A	0
LOC100124692	0
LOC100128023	0
LOC100128054	0
LOC100128098	0
LOC100128126	0
LOC100128176	0
LOC100128252	0
LOC100128264	0
LOC100128505	0
LOC100128531	0
LOC100128554	0
LOC100128590	0
LOC100128593	0
LOC100128675	0
LOC100128714	0
LOC100128787	0
LOC100128788	0
LOC100128811	0
LOC100128946	0
LOC100128993	0
LOC100129027	0
LOC100129055	0
LOC100129213	0
LOC100129216	0
LOC100129316	0
LOC100129345	0
LOC100129427	0
LOC100129620	0
LOC100129636	0
LOC100129794	0
LOC100129845	0
LOC100129935	0
LOC100130155	0
LOC100130231	0
LOC100130238	0
LOC100130264	0
LOC100130275	0
LOC100130348	0
LOC100130452	0
LOC100130673	0
LOC100130700	0
LOC100130849	0
LOC100130899	0
LOC100130954	0
LOC100131047	0
LOC100131060	0
LOC100131138	0
LOC100131176	0
LOC100131208	0
LOC100131366	0
LOC100131635	0
LOC100131825	0
LOC100132062	0
LOC100132146	0
LOC100132287	0
LOC100132354	0
LOC100132396	0
LOC100132526	0
LOC100132735	0
LOC100132781	0
LOC100132987	0
LOC100133267	0
LOC100133308	0
LOC100133461	0
LOC100134015	0
LOC100144602	0
LOC100144604	0
LOC100169752	0
LOC100188947	0
LOC100190940	0
LOC100192426	0
LOC100216001	0
LOC100240734	0
LOC100270679	0
LOC100271702	0
LOC100271832	0
LOC100286922	0
LOC100286938	0
LOC100287010	0
LOC100287314	0
LOC100287616	0
LOC100287632	0
LOC100287718	0
LOC100287792	0
LOC100287846	0
LOC100287879	0
LOC100287944	0
LOC100288077	0
LOC100288079	0
LOC100288122	0
LOC100288346	0
LOC100288524	0
LOC100288570	0
LOC100288911	0
LOC100289178	0
LOC100289211	0
LOC100289255	0
LOC100289473	0
LOC100289650	0
LOC100302401	0
LOC100302640	0
LOC100303749	0
LOC100422737	0
LOC100499183	0
LOC100499194	0
LOC100499227	0
LOC100500773	0
LOC100505474	0
LOC100505478	0
LOC100505483	0
LOC100505495	0
LOC100505536	0
LOC100505540	0
LOC100505545	0
LOC100505583	0
LOC100505619	0
LOC100505633	0
LOC100505658	0
LOC100505659	0
LOC100505718	0
LOC100505768	0
LOC100505776	0
LOC100505782	0
LOC100505795	0
LOC100505817	0
LOC100505835	0
LOC100505839	0
LOC100505841	0
LOC100505875	0
LOC100505912	0
LOC100505918	0
LOC100505964	0
LOC100505967	0
LOC100505978	0
LOC100505989	0
LOC100506035	0
LOC100506050	0
LOC100506068	0
LOC100506085	0
LOC100506122	0
LOC100506134	0
LOC100506136	0
LOC100506172	0
LOC100506195	0
LOC100506241	0
LOC100506274	0
LOC100506368	0
LOC100506384	0
LOC100506388	0
LOC100506393	0
LOC100506409	0
LOC100506421	0
LOC100506422	0
LOC100506433	0
LOC100506451	0
LOC100506462	0
LOC100506474	0
LOC100506497	0
LOC100506585	0
LOC100506733	0
LOC100506795	0
LOC100506810	0
LOC100506835	0
LOC100506874	0
LOC100506888	0
LOC100506939	0
LOC100506994	0
LOC100507003	0
LOC100507091	0
LOC100507096	0
LOC100507127	0
LOC100507140	0
LOC100507156	0
LOC100507194	0
LOC100507205	0
LOC100507244	0
LOC100507254	0
LOC100507334	0
LOC100507341	0
LOC100507351	0
LOC100507362	0
LOC100507389	0
LOC100507391	0
LOC100507410	0
LOC100507443	0
LOC100507466	0
LOC100507470	0
LOC100507537	0
LOC100507584	0
LOC100507605	0
LOC100507629	0
LOC100507632	0
LOC100507651	0
LOC100526771	0
LOC100616530	0
LOC100628307	0
LOC100630923	0
LOC116437	0
LOC120824	0
LOC126536	0
LOC127841	0
LOC144742	0
LOC145216	0
LOC145474	0
LOC145663	0
LOC145820	0
LOC145837	0
LOC145845	0
LOC146481	0
LOC146513	0
LOC147093	0
LOC147646	0
LOC148145	0
LOC148824	0
LOC149134	0
LOC149950	0
LOC150185	0
LOC150197	0
LOC150568	0
LOC150622	0
LOC150935	0
LOC151009	0
LOC151300	0
LOC151475	0
LOC151658	0
LOC152024	0
LOC152225	0
LOC152578	0
LOC152742	0
LOC153910	0
LOC154092	0
LOC154449	0
LOC154860	0
LOC154872	0
LOC157273	0
LOC157381	0
LOC157627	0
LOC158376	0
LOC158435	0
LOC1720	0
LOC200261	0
LOC200726	0
LOC200772	0
LOC201477	0
LOC201617	0
LOC201651	0
LOC221122	0
LOC253044	0
LOC253962	0
LOC254099	0
LOC254312	0
LOC255130	0
LOC255167	0
LOC255411	0
LOC255654	0
LOC282980	0
LOC283033	0
LOC283089	0
LOC283116	0
LOC283177	0
LOC283332	0
LOC283392	0
LOC283403	0
LOC283404	0
LOC283440	0
LOC283547	0
LOC283553	0
LOC283585	0
LOC283688	0
LOC283731	0
LOC283738	0
LOC283856	0
LOC283867	0
LOC283914	0
LOC284080	0
LOC284100	0
LOC284294	0
LOC284344	0
LOC284379	0
LOC284395	0
LOC284576	0
LOC284578	0
LOC284632	0
LOC284661	0
LOC284688	0
LOC284751	0
LOC284788	0
LOC284798	0
LOC284865	0
LOC284933	0
LOC284950	0
LOC284998	0
LOC285084	0
LOC285103	0
LOC285205	0
LOC285326	0
LOC285370	0
LOC285375	0
LOC285419	0
LOC285441	0
LOC285501	0
LOC285547	0
LOC285548	0
LOC285577	0
LOC285629	0
LOC285692	0
LOC285768	0
LOC285796	0
LOC285878	0
LOC285889	0
LOC285954	0
LOC286002	0
LOC286059	0
LOC286094	0
LOC286114	0
LOC286135	0
LOC286177	0
LOC286184	0
LOC286186	0
LOC286189	0
LOC286238	0
LOC286359	0
LOC338579	0
LOC338588	0
LOC338651	0
LOC339166	0
LOC339240	0
LOC339298	0
LOC339442	0
LOC339505	0
LOC339529	0
LOC339535	0
LOC339568	0
LOC339593	0
LOC339685	0
LOC339788	0
LOC339807	0
LOC339822	0
LOC339874	0
LOC339926	0
LOC339975	0
LOC340017	0
LOC340073	0
LOC340074	0
LOC340107	0
LOC340113	0
LOC340357	0
LOC340508	0
LOC340515	0
LOC344887	0
LOC348120	0
LOC349196	0
LOC375196	0
LOC375295	0
LOC388276	0
LOC388387	0
LOC388553	0
LOC388630	0
LOC388942	0
LOC388946	0
LOC388948	0
LOC389023	0
LOC389033	0
LOC389043	0
LOC389332	0
LOC389458	0
LOC389493	0
LOC389634	0
LOC390705	0
LOC390858	0
LOC392232	0
LOC392364	0
LOC399708	0
LOC399940	0
LOC400084	0
LOC400238	0
LOC400456	0
LOC400548	0
LOC400620	0
LOC400643	0
LOC400654	0
LOC400680	0
LOC400794	0
LOC400891	0
LOC400940	0
LOC401109	0
LOC401134	0
LOC401164	0
LOC401177	0
LOC401324	0
LOC401463	0
LOC402779	0
LOC415056	0
LOC439949	0
LOC439990	0
LOC440040	0
LOC440041	0
LOC440117	0
LOC440131	0
LOC440173	0
LOC440335	0
LOC440356	0
LOC440518	0
LOC440700	0
LOC440704	0
LOC440895	0
LOC440896	0
LOC440900	0
LOC440970	0
LOC441009	0
LOC441025	0
LOC441177	0
LOC441204	0
LOC442132	0
LOC494558	0
LOC503519	0
LOC554201	0
LOC554223	0
LOC572558	0
LOC574538	0
LOC641365	0
LOC641518	0
LOC642826	0
LOC643037	0
LOC643542	0
LOC643650	0
LOC643714	0
LOC643923	0
LOC644100	0
LOC644145	0
LOC644189	0
LOC644242	0
LOC644554	0
LOC644669	0
LOC644838	0
LOC645206	0
LOC645355	0
LOC645434	0
LOC645591	0
LOC645638	0
LOC645949	0
LOC646168	0
LOC646268	0
LOC646324	0
LOC646498	0
LOC646576	0
LOC646627	0
LOC646743	0
LOC646813	0
LOC646862	0
LOC646938	0
LOC647012	0
LOC647107	0
LOC647323	0
LOC647589	0
LOC647946	0
LOC648691	0
LOC649133	0
LOC650226	0
LOC650293	0
LOC653486	0
LOC727677	0
LOC727710	0
LOC727924	0
LOC728084	0
LOC728228	0
LOC728716	0
LOC728819	0
LOC728978	0
LOC729059	0
LOC729121	0
LOC729444	0
LOC729911	0
LOC729950	0
LOC729966	0
LOC730102	0
LOC730159	0
LOC730668	0
LOC730755	0
LOC730811	0
LOC731223	0
LOC731779	0
LOC731789	0
LOC732275	0
LOC84931	0
LOC90246	0
LOC90499	0
LOC91149	0
LOC91948	0
LOC93432	0
LOR	0
LOXHD1	0
LPCAT2	0
LPHN3	0
LPO	0
LPP-AS2	0
LPPR1	0
LPPR4	0
LPPR5	0
LRAT	0
LRFN2	0
LRFN5	0
LRIT1	0
LRIT2	0
LRRC10B	0
LRRC18	0
LRRC19	0
LRRC2	0
LRRC30	0
LRRC38	0
LRRC3B	0
LRRC3C	0
LRRC43	0
LRRC52	0
LRRC6	0
LRRC7	0
LRRC71	0
LRRN1	0
LRRN3	0
LRRN4	0
LRRN4CL	0
LRRTM3	0
LRRTM4	0
LRTM2	0
LSAMP-AS3	0
LTF	0
LUM	0
LUZP2	0
LY6D	0
LY6G6C	0
LY6G6D	0
LY6G6E	0
LY6G6F	0
LY6H	0
LYPD1	0
LYPD2	0
LYPD4	0
LYVE1	0
LYZ	0
LYZL1	0
LYZL2	0
LYZL4	0
LYZL6	0
M1	0
MAB21L2	0
MACROD2-AS1	0
MAG	0
MAGEL2	0
MALL	0
MAMDC2	0
MANSC1	0
MANSC4	0
MAP1LC3C	0
MAP6	0
MAP7	0
MARCO	0
MARK2P9	0
MAS1	0
MAS1L	0
MASP1	0
MATN3	0
MB	0
MBD3L1	0
MBD3L2	0
MBD3L3	0
MBD3L4	0
MBD3L5	0
MBL1P	0
MC2R	0
MC3R	0
MC5R	0
MCCD1	0
MCHR1	0
MDFI	0
MDGA2	0
MECOM	0
MEF2BNB-MEF2B	0
MEG3	0
MEG8	0
MEIS1	0
MEIS3	0
MEIS3P1	0
MEOX2	0
MEP1A	0
MEP1B	0
MEPE	0
MESTIT1	0
METTL11B	0
MFAP2	0
MFAP3L	0
MFAP4	0
MFAP5	0
MGAT4C	0
MGC14436	0
MGC15885	0
MGC16025	0
MGC27382	0
MGC2889	0
MGC34034	0
MGC4473	0
MGC45800	0
MGP	0
MIA	0
MIA-RAB4B	0
MICALCL	0
MIMT1	0
MIOX	0
MIP	0
MIPOL1	0
MIR100	0
MIR100HG	0
MIR101-1	0
MIR101-2	0
MIR103A1	0
MIR103A2	0
MIR103B1	0
MIR103B2	0
MIR106B	0
MIR107	0
MIR10A	0
MIR10B	0
MIR1-1	0
MIR1178	0
MIR1179	0
MIR1180	0
MIR1181	0
MIR1182	0
MIR1185-1	0
MIR1185-2	0
MIR1193	0
MIR1197	0
MIR1-2	0
MIR1200	0
MIR1203	0
MIR1204	0
MIR1205	0
MIR1206	0
MIR1207	0
MIR1208	0
MIR122	0
MIR1224	0
MIR1225	0
MIR1226	0
MIR1227	0
MIR1228	0
MIR1229	0
MIR1231	0
MIR1233-1	0
MIR1236	0
MIR1237	0
MIR1238	0
MIR124-1	0
MIR124-2	0
MIR1243	0
MIR124-3	0
MIR1245B	0
MIR1246	0
MIR1247	0
MIR1248	0
MIR1249	0
MIR1250	0
MIR1251	0
MIR1252	0
MIR1253	0
MIR1256	0
MIR1257	0
MIR1258	0
MIR125A	0
MIR125B1	0
MIR125B2	0
MIR126	0
MIR1260B	0
MIR1262	0
MIR1265	0
MIR1266	0
MIR127	0
MIR1270-2	0
MIR1272	0
MIR1275	0
MIR1276	0
MIR1278	0
MIR1279	0
MIR1280	0
MIR1281	0
MIR128-1	0
MIR128-2	0
MIR1283-1	0
MIR1283-2	0
MIR1284	0
MIR1286	0
MIR1287	0
MIR1288	0
MIR1289-2	0
MIR1291	0
MIR129-1	0
MIR1292	0
MIR129-2	0
MIR1293	0
MIR1296	0
MIR1297	0
MIR1301	0
MIR1304	0
MIR1305	0
MIR1306	0
MIR130A	0
MIR130B	0
MIR132	0
MIR1322	0
MIR1323	0
MIR1324	0
MIR133A1	0
MIR133A2	0
MIR133B	0
MIR134	0
MIR1343	0
MIR135A1	0
MIR135A2	0
MIR135B	0
MIR136	0
MIR137	0
MIR138-1	0
MIR138-2	0
MIR139	0
MIR140	0
MIR141	0
MIR143	0
MIR144	0
MIR145	0
MIR1469	0
MIR146B	0
MIR1470	0
MIR1471	0
MIR147B	0
MIR148A	0
MIR148B	0
MIR149	0
MIR150	0
MIR152	0
MIR153-1	0
MIR153-2	0
MIR1537	0
MIR1538	0
MIR1539	0
MIR154	0
MIR155	0
MIR15A	0
MIR15B	0
MIR16-1	0
MIR16-2	0
MIR17	0
MIR181A1	0
MIR181A2	0
MIR181B2	0
MIR181C	0
MIR182	0
MIR1827	0
MIR183	0
MIR184	0
MIR185	0
MIR186	0
MIR187	0
MIR18A	0
MIR1908	0
MIR190B	0
MIR191	0
MIR1910	0
MIR1913	0
MIR1914	0
MIR1915	0
MIR192	0
MIR193A	0
MIR193B	0
MIR194-1	0
MIR194-2	0
MIR195	0
MIR196A1	0
MIR196A2	0
MIR196B	0
MIR197	0
MIR1972-1	0
MIR1973	0
MIR1976	0
MIR198	0
MIR199A1	0
MIR199A2	0
MIR199B	0
MIR19A	0
MIR19B1	0
MIR200A	0
MIR200B	0
MIR200C	0
MIR202	0
MIR203	0
MIR204	0
MIR205	0
MIR2052	0
MIR2053	0
MIR2054	0
MIR206	0
MIR208A	0
MIR208B	0
MIR20A	0
MIR21	0
MIR210	0
MIR211	0
MIR2110	0
MIR2113	0
MIR2116	0
MIR2117	0
MIR212	0
MIR214	0
MIR215	0
MIR216A	0
MIR216B	0
MIR217	0
MIR218-1	0
MIR218-2	0
MIR219-1	0
MIR219-2	0
MIR22	0
MIR2276	0
MIR2277	0
MIR2278	0
MIR2355	0
MIR2392	0
MIR23A	0
MIR23B	0
MIR24-1	0
MIR24-2	0
MIR2467	0
MIR25	0
MIR2681	0
MIR2682	0
MIR26A1	0
MIR26A2	0
MIR26B	0
MIR27A	0
MIR27B	0
MIR2861	0
MIR2909	0
MIR296	0
MIR2964A	0
MIR298	0
MIR299	0
MIR29A	0
MIR29B1	0
MIR300	0
MIR301A	0
MIR301B	0
MIR302A	0
MIR302B	0
MIR302C	0
MIR302D	0
MIR302F	0
MIR3065	0
MIR3074	0
MIR30A	0
MIR30B	0
MIR30C1	0
MIR30C2	0
MIR30D	0
MIR30E	0
MIR31	0
MIR3115	0
MIR3117	0
MIR3119-2	0
MIR3120	0
MIR3121	0
MIR3122	0
MIR3123	0
MIR3124	0
MIR3125	0
MIR3126	0
MIR3127	0
MIR3128	0
MIR3129	0
MIR3130-2	0
MIR3131	0
MIR3132	0
MIR3134	0
MIR3136	0
MIR3138	0
MIR3140	0
MIR3141	0
MIR3142	0
MIR3143	0
MIR3145	0
MIR3146	0
MIR3147	0
MIR3148	0
MIR3150A	0
MIR3150B	0
MIR3151	0
MIR3152	0
MIR3153	0
MIR3154	0
MIR3155B	0
MIR3156-1	0
MIR3156-2	0
MIR3156-3	0
MIR3157	0
MIR3158-2	0
MIR3160-1	0
MIR3160-2	0
MIR3162	0
MIR3165	0
MIR3167	0
MIR3169	0
MIR3170	0
MIR3173	0
MIR3175	0
MIR3176	0
MIR3177	0
MIR3178	0
MIR3179-1	0
MIR3179-2	0
MIR3180-1	0
MIR3180-2	0
MIR3180-3	0
MIR3180-4	0
MIR3180-5	0
MIR3182	0
MIR3183	0
MIR3184	0
MIR3185	0
MIR3186	0
MIR3187	0
MIR3188	0
MIR3189	0
MIR3190	0
MIR3191	0
MIR3192	0
MIR3193	0
MIR3194	0
MIR3196	0
MIR3197	0
MIR3198-1	0
MIR3198-2	0
MIR3199-1	0
MIR3199-2	0
MIR32	0
MIR3200	0
MIR3201	0
MIR320A	0
MIR320B1	0
MIR320B2	0
MIR320C1	0
MIR320C2	0
MIR320D1	0
MIR320E	0
MIR323B	0
MIR324	0
MIR326	0
MIR328	0
MIR329-1	0
MIR329-2	0
MIR330	0
MIR331	0
MIR335	0
MIR337	0
MIR338	0
MIR339	0
MIR33A	0
MIR33B	0
MIR340	0
MIR345	0
MIR346	0
MIR34A	0
MIR34B	0
MIR34C	0
MIR3529	0
MIR3545	0
MIR3591	0
MIR3605	0
MIR3606	0
MIR3609	0
MIR3610	0
MIR3612	0
MIR3613	0
MIR3614	0
MIR3615	0
MIR3616	0
MIR3618	0
MIR3619	0
MIR3620	0
MIR3621	0
MIR3622A	0
MIR3622B	0
MIR3646	0
MIR3649	0
MIR3650	0
MIR3653	0
MIR3654	0
MIR3655	0
MIR3656	0
MIR3658	0
MIR3659	0
MIR3660	0
MIR3663	0
MIR3664	0
MIR3665	0
MIR3666	0
MIR3668	0
MIR367	0
MIR3671	0
MIR3675	0
MIR3676	0
MIR3677	0
MIR3678	0
MIR3679	0
MIR3682	0
MIR3684	0
MIR3685	0
MIR3687	0
MIR3688-1	0
MIR3688-2	0
MIR3689A	0
MIR3689B	0
MIR3689C	0
MIR3689D1	0
MIR3689D2	0
MIR3689E	0
MIR3689F	0
MIR369	0
MIR3691	0
MIR3692	0
MIR3714	0
MIR371B	0
MIR372	0
MIR373	0
MIR375	0
MIR376A1	0
MIR376A2	0
MIR376B	0
MIR376C	0
MIR377	0
MIR378C	0
MIR378D1	0
MIR378D2	0
MIR378E	0
MIR378F	0
MIR379	0
MIR380	0
MIR381	0
MIR382	0
MIR383	0
MIR3907	0
MIR3908	0
MIR3909	0
MIR3910-1	0
MIR3910-2	0
MIR3911	0
MIR3912	0
MIR3913-1	0
MIR3913-2	0
MIR3914-1	0
MIR3914-2	0
MIR3918	0
MIR3919	0
MIR3920	0
MIR3921	0
MIR3922	0
MIR3924	0
MIR3925	0
MIR3926-1	0
MIR3926-2	0
MIR3928	0
MIR3935	0
MIR3936	0
MIR3938	0
MIR3939	0
MIR3940	0
MIR3941	0
MIR3942	0
MIR3943	0
MIR3944	0
MIR3945	0
MIR3973	0
MIR3974	0
MIR3975	0
MIR3976	0
MIR3977	0
MIR409	0
MIR410	0
MIR411	0
MIR412	0
MIR423	0
MIR425	0
MIR4251	0
MIR4252	0
MIR4253	0
MIR4254	0
MIR4255	0
MIR4256	0
MIR4257	0
MIR4258	0
MIR4260	0
MIR4261	0
MIR4262	0
MIR4263	0
MIR4264	0
MIR4265	0
MIR4266	0
MIR4267	0
MIR4268	0
MIR4269	0
MIR4270	0
MIR4271	0
MIR4272	0
MIR4273	0
MIR4274	0
MIR4275	0
MIR4276	0
MIR4277	0
MIR4278	0
MIR4279	0
MIR4280	0
MIR4281	0
MIR4282	0
MIR4283-1	0
MIR4283-2	0
MIR4284	0
MIR4285	0
MIR4287	0
MIR4288	0
MIR4289	0
MIR429	0
MIR4290	0
MIR4291	0
MIR4292	0
MIR4294	0
MIR4295	0
MIR4296	0
MIR4297	0
MIR4298	0
MIR4299	0
MIR4300	0
MIR4301	0
MIR4302	0
MIR4303	0
MIR4304	0
MIR4305	0
MIR4306	0
MIR4307	0
MIR4308	0
MIR4309	0
MIR431	0
MIR4310	0
MIR4311	0
MIR4312	0
MIR4313	0
MIR4314	0
MIR4315-1	0
MIR4315-2	0
MIR4316	0
MIR4317	0
MIR4318	0
MIR4319	0
MIR432	0
MIR4320	0
MIR4321	0
MIR4322	0
MIR4323	0
MIR4324	0
MIR4325	0
MIR4326	0
MIR4327	0
MIR433	0
MIR4417	0
MIR4420	0
MIR4422	0
MIR4423	0
MIR4424	0
MIR4426	0
MIR4427	0
MIR4429	0
MIR4432	0
MIR4434	0
MIR4435-1	0
MIR4435-2	0
MIR4436A	0
MIR4437	0
MIR4439	0
MIR4440	0
MIR4441	0
MIR4442	0
MIR4443	0
MIR4446	0
MIR4449	0
MIR4450	0
MIR4451	0
MIR4453	0
MIR4454	0
MIR4456	0
MIR4457	0
MIR4458	0
MIR4460	0
MIR4461	0
MIR4462	0
MIR4464	0
MIR4465	0
MIR4466	0
MIR4467	0
MIR4468	0
MIR4469	0
MIR4470	0
MIR4471	0
MIR4472-1	0
MIR4472-2	0
MIR4473	0
MIR4474	0
MIR4475	0
MIR4476	0
MIR4478	0
MIR4479	0
MIR4480	0
MIR4483	0
MIR4484	0
MIR4485	0
MIR4486	0
MIR4488	0
MIR4489	0
MIR4490	0
MIR4491	0
MIR4492	0
MIR4493	0
MIR4497	0
MIR4498	0
MIR4499	0
MIR449A	0
MIR449B	0
MIR449C	0
MIR4500	0
MIR4503	0
MIR4505	0
MIR4508	0
MIR4509-1	0
MIR4509-3	0
MIR4510	0
MIR4511	0
MIR4513	0
MIR4514	0
MIR4515	0
MIR4516	0
MIR4517	0
MIR4518	0
MIR4519	0
MIR451B	0
MIR4520A	0
MIR4520B	0
MIR4521	0
MIR4522	0
MIR4523	0
MIR4526	0
MIR4529	0
MIR4530	0
MIR4531	0
MIR4532	0
MIR4533	0
MIR4534	0
MIR4535	0
MIR4540	0
MIR455	0
MIR4632	0
MIR4633	0
MIR4634	0
MIR4635	0
MIR4636	0
MIR4637	0
MIR4638	0
MIR4639	0
MIR4640	0
MIR4641	0
MIR4642	0
MIR4643	0
MIR4644	0
MIR4645	0
MIR4646	0
MIR4648	0
MIR4649	0
MIR4650-1	0
MIR4650-2	0
MIR4651	0
MIR4652	0
MIR4653	0
MIR4654	0
MIR4655	0
MIR4656	0
MIR4657	0
MIR4658	0
MIR4659B	0
MIR4660	0
MIR4661	0
MIR4663	0
MIR4664	0
MIR4665	0
MIR4667	0
MIR4668	0
MIR4669	0
MIR4670	0
MIR4671	0
MIR4672	0
MIR4673	0
MIR4674	0
MIR4675	0
MIR4676	0
MIR4677	0
MIR4678	0
MIR4679-1	0
MIR4679-2	0
MIR4680	0
MIR4681	0
MIR4682	0
MIR4683	0
MIR4684	0
MIR4685	0
MIR4686	0
MIR4687	0
MIR4688	0
MIR4689	0
MIR4690	0
MIR4691	0
MIR4692	0
MIR4693	0
MIR4694	0
MIR4695	0
MIR4696	0
MIR4697	0
MIR4698	0
MIR4699	0
MIR4700	0
MIR4701	0
MIR4703	0
MIR4705	0
MIR4706	0
MIR4707	0
MIR4708	0
MIR4709	0
MIR4710	0
MIR4711	0
MIR4712	0
MIR4713	0
MIR4714	0
MIR4715	0
MIR4716	0
MIR4717	0
MIR4718	0
MIR4719	0
MIR4720	0
MIR4721	0
MIR4722	0
MIR4723	0
MIR4724	0
MIR4725	0
MIR4726	0
MIR4727	0
MIR4728	0
MIR4729	0
MIR4730	0
MIR4731	0
MIR4732	0
MIR4733	0
MIR4734	0
MIR4735	0
MIR4736	0
MIR4738	0
MIR4739	0
MIR4740	0
MIR4741	0
MIR4742	0
MIR4743	0
MIR4744	0
MIR4745	0
MIR4746	0
MIR4747	0
MIR4748	0
MIR4749	0
MIR4750	0
MIR4751	0
MIR4752	0
MIR4753	0
MIR4754	0
MIR4755	0
MIR4756	0
MIR4757	0
MIR4758	0
MIR4759	0
MIR4760	0
MIR4761	0
MIR4762	0
MIR4763	0
MIR4764	0
MIR4765	0
MIR4766	0
MIR4772	0
MIR4773-1	0
MIR4774	0
MIR4775	0
MIR4776-2	0
MIR4777	0
MIR4778	0
